accession,read_filtering,virus_id,n_reads,covered_bases
CRR710893,mapping quality filtered,MT114541.1,0,0
CRR710893,all mapped reads,OM451122.1,0,0
CRR710893,all mapped reads,OM451123.1,0,0
CRR710893,all mapped reads,MT114540.1,0,0
CRR710893,all mapped reads,MT114541.1,0,0
CRR710894,mapping quality filtered,OM451122.1,0,0
CRR710894,mapping quality filtered,OM451123.1,0,0
CRR710894,mapping quality filtered,MT114540.1,0,0
CRR710894,mapping quality filtered,MT114541.1,0,0
CRR710894,all mapped reads,OM451122.1,0,0
CRR710894,all mapped reads,OM451123.1,0,0
CRR710894,all mapped reads,MT114540.1,0,0
CRR710894,all mapped reads,MT114541.1,0,0
CRR710895,mapping quality filtered,OM451122.1,0,0
CRR710895,mapping quality filtered,OM451123.1,0,0
CRR710895,mapping quality filtered,MT114540.1,0,0
CRR710895,mapping quality filtered,MT114541.1,0,0
CRR710895,all mapped reads,OM451122.1,0,0
CRR710895,all mapped reads,OM451123.1,0,0
CRR710895,all mapped reads,MT114540.1,0,0
CRR710895,all mapped reads,MT114541.1,0,0
CRR710896,mapping quality filtered,OM451122.1,0,0
CRR710896,mapping quality filtered,OM451123.1,0,0
CRR710896,mapping quality filtered,MT114540.1,2,93
CRR710896,mapping quality filtered,MT114541.1,0,0
CRR710896,all mapped reads,OM451122.1,1,186
CRR710896,all mapped reads,OM451123.1,0,93
CRR710896,all mapped reads,MT114540.1,3,260
CRR710896,all mapped reads,MT114541.1,2,260
CRR710897,mapping quality filtered,OM451122.1,0,0
CRR710897,mapping quality filtered,OM451123.1,2,106
CRR710897,mapping quality filtered,MT114540.1,2,94
CRR710897,mapping quality filtered,MT114541.1,0,0
CRR710897,all mapped reads,OM451122.1,0,293
CRR710897,all mapped reads,OM451123.1,2,445
CRR710897,all mapped reads,MT114540.1,5,519
CRR710897,all mapped reads,MT114541.1,3,461
CRR710898,mapping quality filtered,OM451122.1,0,0
CRR710898,mapping quality filtered,OM451123.1,0,0
CRR710898,mapping quality filtered,MT114540.1,4,262
CRR710898,mapping quality filtered,MT114541.1,2,173
CRR710898,all mapped reads,OM451122.1,1,331
CRR710898,all mapped reads,OM451123.1,0,538
CRR710898,all mapped reads,MT114540.1,7,742
CRR710898,all mapped reads,MT114541.1,2,745
CRR710899,mapping quality filtered,OM451122.1,0,0
CRR710899,mapping quality filtered,OM451123.1,4,176
CRR710899,mapping quality filtered,MT114540.1,0,0
CRR710899,mapping quality filtered,MT114541.1,2,76
CRR710899,all mapped reads,OM451122.1,0,275
CRR710899,all mapped reads,OM451123.1,4,347
CRR710899,all mapped reads,MT114540.1,1,422
CRR710899,all mapped reads,MT114541.1,4,512
CRR710900,mapping quality filtered,OM451122.1,0,0
CRR710900,mapping quality filtered,OM451123.1,0,0
CRR710900,mapping quality filtered,MT114540.1,0,0
CRR710900,mapping quality filtered,MT114541.1,0,0
CRR710900,all mapped reads,OM451122.1,0,0
CRR710900,all mapped reads,OM451123.1,0,0
CRR710900,all mapped reads,MT114540.1,0,0
CRR710900,all mapped reads,MT114541.1,0,0
CRR710901,mapping quality filtered,OM451122.1,0,0
CRR710901,mapping quality filtered,OM451123.1,0,0
CRR710901,mapping quality filtered,MT114540.1,0,0
CRR710901,mapping quality filtered,MT114541.1,0,0
CRR710901,all mapped reads,OM451122.1,0,0
CRR710901,all mapped reads,OM451123.1,0,0
CRR710901,all mapped reads,MT114540.1,0,0
CRR710901,all mapped reads,MT114541.1,0,0
CRR710902,mapping quality filtered,OM451122.1,0,0
CRR710902,mapping quality filtered,OM451123.1,0,0
CRR710902,mapping quality filtered,MT114540.1,0,0
CRR710902,mapping quality filtered,MT114541.1,0,0
CRR710902,all mapped reads,OM451122.1,0,0
CRR710902,all mapped reads,OM451123.1,0,0
CRR710902,all mapped reads,MT114540.1,0,0
CRR710902,all mapped reads,MT114541.1,0,0
CRR710903,mapping quality filtered,OM451122.1,0,0
CRR710903,mapping quality filtered,OM451123.1,0,0
CRR710903,mapping quality filtered,MT114540.1,4,186
CRR710903,mapping quality filtered,MT114541.1,0,0
CRR710903,all mapped reads,OM451122.1,0,186
CRR710903,all mapped reads,OM451123.1,0,186
CRR710903,all mapped reads,MT114540.1,4,186
CRR710903,all mapped reads,MT114541.1,0,186
CRR710904,mapping quality filtered,OM451122.1,5,467
CRR710904,mapping quality filtered,OM451123.1,6,324
CRR710904,mapping quality filtered,MT114540.1,29,1909
CRR710904,mapping quality filtered,MT114541.1,28,1386
CRR710904,all mapped reads,OM451122.1,11,3181
CRR710904,all mapped reads,OM451123.1,10,4460
CRR710904,all mapped reads,MT114540.1,50,5681
CRR710904,all mapped reads,MT114541.1,38,5417
CRR710905,mapping quality filtered,OM451122.1,2,187
CRR710905,mapping quality filtered,OM451123.1,2,178
CRR710905,mapping quality filtered,MT114540.1,27,1580
CRR710905,mapping quality filtered,MT114541.1,22,1358
CRR710905,all mapped reads,OM451122.1,4,2356
CRR710905,all mapped reads,OM451123.1,5,2767
CRR710905,all mapped reads,MT114540.1,45,4614
CRR710905,all mapped reads,MT114541.1,30,4554
CRR710906,mapping quality filtered,OM451122.1,4,319
CRR710906,mapping quality filtered,OM451123.1,12,516
CRR710906,mapping quality filtered,MT114540.1,23,1390
CRR710906,mapping quality filtered,MT114541.1,39,2426
CRR710906,all mapped reads,OM451122.1,8,3048
CRR710906,all mapped reads,OM451123.1,14,3542
CRR710906,all mapped reads,MT114540.1,41,5481
CRR710906,all mapped reads,MT114541.1,50,5639
CRR710907,mapping quality filtered,OM451122.1,4,248
CRR710907,mapping quality filtered,OM451123.1,12,693
CRR710907,mapping quality filtered,MT114540.1,27,1484
CRR710907,mapping quality filtered,MT114541.1,35,2098
CRR710907,all mapped reads,OM451122.1,12,3417
CRR710907,all mapped reads,OM451123.1,21,4503
CRR710907,all mapped reads,MT114540.1,44,5477
CRR710907,all mapped reads,MT114541.1,47,5920
CRR710908,mapping quality filtered,OM451122.1,0,0
CRR710908,mapping quality filtered,OM451123.1,0,0
CRR710908,mapping quality filtered,MT114540.1,0,0
CRR710908,mapping quality filtered,MT114541.1,0,0
CRR710908,all mapped reads,OM451122.1,0,0
CRR710908,all mapped reads,OM451123.1,0,0
CRR710908,all mapped reads,MT114540.1,0,0
CRR710908,all mapped reads,MT114541.1,0,0
CRR710909,mapping quality filtered,OM451122.1,0,0
CRR710909,mapping quality filtered,OM451123.1,0,0
CRR710909,mapping quality filtered,MT114540.1,0,0
CRR710909,mapping quality filtered,MT114541.1,0,0
CRR710909,all mapped reads,OM451122.1,0,0
CRR710909,all mapped reads,OM451123.1,0,0
CRR710909,all mapped reads,MT114540.1,0,0
CRR710909,all mapped reads,MT114541.1,0,0
CRR710910,mapping quality filtered,OM451122.1,0,0
CRR710910,mapping quality filtered,OM451123.1,0,0
CRR710910,mapping quality filtered,MT114540.1,0,0
CRR710910,mapping quality filtered,MT114541.1,0,0
CRR710910,all mapped reads,OM451122.1,0,0
CRR710910,all mapped reads,OM451123.1,0,0
CRR710910,all mapped reads,MT114540.1,0,0
CRR710910,all mapped reads,MT114541.1,0,0
CRR710911,mapping quality filtered,OM451122.1,0,0
CRR710911,mapping quality filtered,OM451123.1,0,0
CRR710911,mapping quality filtered,MT114540.1,0,0
CRR710911,mapping quality filtered,MT114541.1,0,0
CRR710911,all mapped reads,OM451122.1,0,0
CRR710911,all mapped reads,OM451123.1,0,0
CRR710911,all mapped reads,MT114540.1,0,0
CRR710911,all mapped reads,MT114541.1,0,0
CRR710912,mapping quality filtered,OM451122.1,0,0
CRR710912,mapping quality filtered,OM451123.1,0,0
CRR710912,mapping quality filtered,MT114540.1,0,0
CRR710912,mapping quality filtered,MT114541.1,0,0
CRR710912,all mapped reads,OM451122.1,0,0
CRR710912,all mapped reads,OM451123.1,0,0
CRR710912,all mapped reads,MT114540.1,0,0
CRR710912,all mapped reads,MT114541.1,0,0
CRR710913,mapping quality filtered,OM451122.1,0,0
CRR710913,mapping quality filtered,OM451123.1,0,0
CRR710913,mapping quality filtered,MT114540.1,0,0
CRR710913,mapping quality filtered,MT114541.1,0,0
CRR710913,all mapped reads,OM451122.1,0,0
CRR710913,all mapped reads,OM451123.1,0,0
CRR710913,all mapped reads,MT114540.1,0,0
CRR710913,all mapped reads,MT114541.1,0,0
CRR710914,mapping quality filtered,OM451122.1,0,0
CRR710914,mapping quality filtered,OM451123.1,0,0
CRR710914,mapping quality filtered,MT114540.1,0,0
CRR710914,mapping quality filtered,MT114541.1,0,0
CRR710914,all mapped reads,OM451122.1,0,0
CRR710914,all mapped reads,OM451123.1,0,0
CRR710914,all mapped reads,MT114540.1,0,0
CRR710914,all mapped reads,MT114541.1,0,0
CRR710915,mapping quality filtered,OM451122.1,0,0
CRR710915,mapping quality filtered,OM451123.1,0,0
CRR710915,mapping quality filtered,MT114540.1,0,0
CRR710915,mapping quality filtered,MT114541.1,0,0
CRR710915,all mapped reads,OM451122.1,0,0
CRR710915,all mapped reads,OM451123.1,0,0
CRR710915,all mapped reads,MT114540.1,0,0
CRR710915,all mapped reads,MT114541.1,0,0
CRR710916,mapping quality filtered,OM451122.1,0,0
CRR710916,mapping quality filtered,OM451123.1,0,0
CRR710916,mapping quality filtered,MT114540.1,0,0
CRR710916,mapping quality filtered,MT114541.1,0,0
CRR710916,all mapped reads,OM451122.1,0,0
CRR710916,all mapped reads,OM451123.1,0,0
CRR710916,all mapped reads,MT114540.1,0,0
CRR710916,all mapped reads,MT114541.1,0,0
CRR710917,mapping quality filtered,OM451122.1,0,0
CRR710917,mapping quality filtered,OM451123.1,0,0
CRR710917,mapping quality filtered,MT114540.1,0,0
CRR710917,mapping quality filtered,MT114541.1,0,0
CRR710917,all mapped reads,OM451122.1,0,0
CRR710917,all mapped reads,OM451123.1,0,0
CRR710917,all mapped reads,MT114540.1,0,0
CRR710917,all mapped reads,MT114541.1,0,0
CRR710918,mapping quality filtered,OM451122.1,0,0
CRR710918,mapping quality filtered,OM451123.1,0,0
CRR710918,mapping quality filtered,MT114540.1,0,0
CRR710918,mapping quality filtered,MT114541.1,0,0
CRR710918,all mapped reads,OM451122.1,0,0
CRR710918,all mapped reads,OM451123.1,0,0
CRR710918,all mapped reads,MT114540.1,0,0
CRR710918,all mapped reads,MT114541.1,0,0
CRR710919,mapping quality filtered,OM451122.1,0,0
CRR710919,mapping quality filtered,OM451123.1,0,0
CRR710919,mapping quality filtered,MT114540.1,0,0
CRR710919,mapping quality filtered,MT114541.1,0,0
CRR710919,all mapped reads,OM451122.1,0,0
CRR710919,all mapped reads,OM451123.1,0,0
CRR710919,all mapped reads,MT114540.1,0,0
CRR710919,all mapped reads,MT114541.1,0,0
CRR710920,mapping quality filtered,OM451122.1,0,0
CRR710920,mapping quality filtered,OM451123.1,0,0
CRR710920,mapping quality filtered,MT114540.1,0,0
CRR710920,mapping quality filtered,MT114541.1,0,0
CRR710920,all mapped reads,OM451122.1,0,0
CRR710920,all mapped reads,OM451123.1,0,0
CRR710920,all mapped reads,MT114540.1,0,0
CRR710920,all mapped reads,MT114541.1,0,0
CRR710921,mapping quality filtered,OM451122.1,0,0
CRR710921,mapping quality filtered,OM451123.1,0,0
CRR710921,mapping quality filtered,MT114540.1,0,0
CRR710921,mapping quality filtered,MT114541.1,0,0
CRR710921,all mapped reads,OM451122.1,0,0
CRR710921,all mapped reads,OM451123.1,0,0
CRR710921,all mapped reads,MT114540.1,0,0
CRR710921,all mapped reads,MT114541.1,0,0
CRR710922,mapping quality filtered,OM451122.1,0,0
CRR710922,mapping quality filtered,OM451123.1,0,0
CRR710922,mapping quality filtered,MT114540.1,0,0
CRR710922,mapping quality filtered,MT114541.1,0,0
CRR710922,all mapped reads,OM451122.1,0,0
CRR710922,all mapped reads,OM451123.1,0,0
CRR710922,all mapped reads,MT114540.1,0,0
CRR710922,all mapped reads,MT114541.1,0,0
CRR710923,mapping quality filtered,OM451122.1,0,0
CRR710923,mapping quality filtered,OM451123.1,0,0
CRR710923,mapping quality filtered,MT114540.1,0,0
CRR710923,mapping quality filtered,MT114541.1,0,0
CRR710923,all mapped reads,OM451122.1,0,0
CRR710923,all mapped reads,OM451123.1,0,0
CRR710923,all mapped reads,MT114540.1,0,0
CRR710923,all mapped reads,MT114541.1,0,0
CRR710924,mapping quality filtered,OM451122.1,0,0
CRR710924,mapping quality filtered,OM451123.1,0,0
CRR710924,mapping quality filtered,MT114540.1,0,0
CRR710924,mapping quality filtered,MT114541.1,0,0
CRR710924,all mapped reads,OM451122.1,0,0
CRR710924,all mapped reads,OM451123.1,0,0
CRR710924,all mapped reads,MT114540.1,0,0
CRR710924,all mapped reads,MT114541.1,0,0
CRR710925,mapping quality filtered,OM451122.1,0,0
CRR710925,mapping quality filtered,OM451123.1,0,0
CRR710925,mapping quality filtered,MT114540.1,0,0
CRR710925,mapping quality filtered,MT114541.1,0,0
CRR710925,all mapped reads,OM451122.1,0,0
CRR710925,all mapped reads,OM451123.1,0,0
CRR710925,all mapped reads,MT114540.1,0,0
CRR710925,all mapped reads,MT114541.1,0,0
CRR710926,mapping quality filtered,OM451122.1,0,0
CRR710926,mapping quality filtered,OM451123.1,0,0
CRR710926,mapping quality filtered,MT114540.1,0,0
CRR710926,mapping quality filtered,MT114541.1,0,0
CRR710926,all mapped reads,OM451122.1,0,0
CRR710926,all mapped reads,OM451123.1,0,0
CRR710926,all mapped reads,MT114540.1,0,0
CRR710926,all mapped reads,MT114541.1,0,0
CRR710927,mapping quality filtered,OM451122.1,0,0
CRR710927,mapping quality filtered,OM451123.1,0,0
CRR710927,mapping quality filtered,MT114540.1,0,0
CRR710927,mapping quality filtered,MT114541.1,0,0
CRR710927,all mapped reads,OM451122.1,0,0
CRR710927,all mapped reads,OM451123.1,0,0
CRR710927,all mapped reads,MT114540.1,0,0
CRR710927,all mapped reads,MT114541.1,0,0
CRR710928,mapping quality filtered,OM451122.1,0,0
CRR710928,mapping quality filtered,OM451123.1,0,0
CRR710928,mapping quality filtered,MT114540.1,0,0
CRR710928,mapping quality filtered,MT114541.1,0,0
CRR710928,all mapped reads,OM451122.1,0,0
CRR710928,all mapped reads,OM451123.1,0,0
CRR710928,all mapped reads,MT114540.1,0,0
CRR710928,all mapped reads,MT114541.1,0,0
CRR710929,mapping quality filtered,OM451122.1,0,0
CRR710929,mapping quality filtered,OM451123.1,2,181
CRR710929,mapping quality filtered,MT114540.1,0,0
CRR710929,mapping quality filtered,MT114541.1,0,0
CRR710929,all mapped reads,OM451122.1,0,80
CRR710929,all mapped reads,OM451123.1,2,181
CRR710929,all mapped reads,MT114540.1,0,0
CRR710929,all mapped reads,MT114541.1,0,0
CRR710930,mapping quality filtered,OM451122.1,0,0
CRR710930,mapping quality filtered,OM451123.1,0,0
CRR710930,mapping quality filtered,MT114540.1,0,0
CRR710930,mapping quality filtered,MT114541.1,0,0
CRR710930,all mapped reads,OM451122.1,0,0
CRR710930,all mapped reads,OM451123.1,0,0
CRR710930,all mapped reads,MT114540.1,0,0
CRR710930,all mapped reads,MT114541.1,0,0
CRR710931,mapping quality filtered,OM451122.1,0,0
CRR710931,mapping quality filtered,OM451123.1,0,0
CRR710931,mapping quality filtered,MT114540.1,0,0
CRR710931,mapping quality filtered,MT114541.1,0,0
CRR710931,all mapped reads,OM451122.1,0,0
CRR710931,all mapped reads,OM451123.1,0,0
CRR710931,all mapped reads,MT114540.1,0,0
CRR710931,all mapped reads,MT114541.1,0,0
CRR710932,mapping quality filtered,OM451122.1,0,0
CRR710932,mapping quality filtered,OM451123.1,0,0
CRR710932,mapping quality filtered,MT114540.1,0,0
CRR710932,mapping quality filtered,MT114541.1,0,0
CRR710932,all mapped reads,OM451122.1,0,0
CRR710932,all mapped reads,OM451123.1,0,0
CRR710932,all mapped reads,MT114540.1,0,0
CRR710932,all mapped reads,MT114541.1,0,0
CRR710933,mapping quality filtered,OM451122.1,0,0
CRR710933,mapping quality filtered,OM451123.1,0,0
CRR710933,mapping quality filtered,MT114540.1,0,0
CRR710933,mapping quality filtered,MT114541.1,0,0
CRR710933,all mapped reads,OM451122.1,0,0
CRR710933,all mapped reads,OM451123.1,0,0
CRR710933,all mapped reads,MT114540.1,0,0
CRR710933,all mapped reads,MT114541.1,0,0
CRR710934,mapping quality filtered,OM451122.1,0,0
CRR710934,mapping quality filtered,OM451123.1,0,0
CRR710934,mapping quality filtered,MT114540.1,0,0
CRR710934,mapping quality filtered,MT114541.1,0,0
CRR710934,all mapped reads,OM451122.1,0,0
CRR710934,all mapped reads,OM451123.1,0,0
CRR710934,all mapped reads,MT114540.1,0,0
CRR710934,all mapped reads,MT114541.1,0,0
CRR710935,mapping quality filtered,OM451122.1,0,0
CRR710935,mapping quality filtered,OM451123.1,0,0
CRR710935,mapping quality filtered,MT114540.1,0,0
CRR710935,mapping quality filtered,MT114541.1,0,0
CRR710935,all mapped reads,OM451122.1,0,0
CRR710935,all mapped reads,OM451123.1,0,0
CRR710935,all mapped reads,MT114540.1,0,0
CRR710935,all mapped reads,MT114541.1,0,0
CRR710936,mapping quality filtered,OM451122.1,0,0
CRR710936,mapping quality filtered,OM451123.1,0,0
CRR710936,mapping quality filtered,MT114540.1,0,0
CRR710936,mapping quality filtered,MT114541.1,0,0
CRR710936,all mapped reads,OM451122.1,0,0
CRR710936,all mapped reads,OM451123.1,0,0
CRR710936,all mapped reads,MT114540.1,0,0
CRR710936,all mapped reads,MT114541.1,0,0
CRR710937,mapping quality filtered,OM451122.1,0,0
CRR710937,mapping quality filtered,OM451123.1,0,0
CRR710937,mapping quality filtered,MT114540.1,0,0
CRR710937,mapping quality filtered,MT114541.1,0,0
CRR710937,all mapped reads,OM451122.1,0,0
CRR710937,all mapped reads,OM451123.1,0,0
CRR710937,all mapped reads,MT114540.1,0,0
CRR710937,all mapped reads,MT114541.1,0,0
CRR710938,mapping quality filtered,OM451122.1,0,0
CRR710938,mapping quality filtered,OM451123.1,0,0
CRR710938,mapping quality filtered,MT114540.1,0,0
CRR710938,mapping quality filtered,MT114541.1,0,0
CRR710938,all mapped reads,OM451122.1,0,43
CRR710938,all mapped reads,OM451123.1,1,43
CRR710938,all mapped reads,MT114540.1,0,43
CRR710938,all mapped reads,MT114541.1,0,43
CRR710939,mapping quality filtered,OM451122.1,0,0
CRR710939,mapping quality filtered,OM451123.1,0,0
CRR710939,mapping quality filtered,MT114540.1,0,0
CRR710939,mapping quality filtered,MT114541.1,0,0
CRR710939,all mapped reads,OM451122.1,1,43
CRR710939,all mapped reads,OM451123.1,0,83
CRR710939,all mapped reads,MT114540.1,1,86
CRR710939,all mapped reads,MT114541.1,0,40
CRR710940,mapping quality filtered,OM451122.1,0,0
CRR710940,mapping quality filtered,OM451123.1,0,0
CRR710940,mapping quality filtered,MT114540.1,0,0
CRR710940,mapping quality filtered,MT114541.1,0,0
CRR710940,all mapped reads,OM451122.1,0,0
CRR710940,all mapped reads,OM451123.1,0,0
CRR710940,all mapped reads,MT114540.1,0,0
CRR710940,all mapped reads,MT114541.1,0,0
CRR710941,mapping quality filtered,OM451122.1,0,0
CRR710941,mapping quality filtered,OM451123.1,0,0
CRR710941,mapping quality filtered,MT114540.1,0,0
CRR710941,mapping quality filtered,MT114541.1,0,0
CRR710941,all mapped reads,OM451122.1,0,0
CRR710941,all mapped reads,OM451123.1,0,0
CRR710941,all mapped reads,MT114540.1,0,0
CRR710941,all mapped reads,MT114541.1,0,0
CRR710942,mapping quality filtered,OM451122.1,0,0
CRR710942,mapping quality filtered,OM451123.1,0,0
CRR710942,mapping quality filtered,MT114540.1,0,0
CRR710942,mapping quality filtered,MT114541.1,0,0
CRR710942,all mapped reads,OM451122.1,0,0
CRR710942,all mapped reads,OM451123.1,0,0
CRR710942,all mapped reads,MT114540.1,0,0
CRR710942,all mapped reads,MT114541.1,0,0
CRR710943,mapping quality filtered,OM451122.1,0,0
CRR710943,mapping quality filtered,OM451123.1,0,0
CRR710943,mapping quality filtered,MT114540.1,0,0
CRR710943,mapping quality filtered,MT114541.1,0,0
CRR710943,all mapped reads,OM451122.1,1,43
CRR710943,all mapped reads,OM451123.1,0,43
CRR710943,all mapped reads,MT114540.1,1,43
CRR710943,all mapped reads,MT114541.1,0,43
CRR710944,mapping quality filtered,OM451122.1,0,0
CRR710944,mapping quality filtered,OM451123.1,0,0
CRR710944,mapping quality filtered,MT114540.1,0,0
CRR710944,mapping quality filtered,MT114541.1,0,0
CRR710944,all mapped reads,OM451122.1,0,0
CRR710944,all mapped reads,OM451123.1,0,0
CRR710944,all mapped reads,MT114540.1,0,0
CRR710944,all mapped reads,MT114541.1,0,0
CRR710945,mapping quality filtered,OM451122.1,2,86
CRR710945,mapping quality filtered,OM451123.1,2,86
CRR710945,mapping quality filtered,MT114540.1,2,86
CRR710945,mapping quality filtered,MT114541.1,10,380
CRR710945,all mapped reads,OM451122.1,3,516
CRR710945,all mapped reads,OM451123.1,4,645
CRR710945,all mapped reads,MT114540.1,9,559
CRR710945,all mapped reads,MT114541.1,18,982
CRR710946,mapping quality filtered,OM451122.1,0,0
CRR710946,mapping quality filtered,OM451123.1,0,0
CRR710946,mapping quality filtered,MT114540.1,0,0
CRR710946,mapping quality filtered,MT114541.1,0,0
CRR710946,all mapped reads,OM451122.1,0,0
CRR710946,all mapped reads,OM451123.1,0,0
CRR710946,all mapped reads,MT114540.1,0,0
CRR710946,all mapped reads,MT114541.1,0,0
CRR710947,mapping quality filtered,OM451122.1,0,0
CRR710947,mapping quality filtered,OM451123.1,1,43
CRR710947,mapping quality filtered,MT114540.1,4,172
CRR710947,mapping quality filtered,MT114541.1,0,0
CRR710947,all mapped reads,OM451122.1,5,774
CRR710947,all mapped reads,OM451123.1,11,1183
CRR710947,all mapped reads,MT114540.1,19,1355
CRR710947,all mapped reads,MT114541.1,8,1054
CRR710948,mapping quality filtered,OM451122.1,0,0
CRR710948,mapping quality filtered,OM451123.1,0,0
CRR710948,mapping quality filtered,MT114540.1,0,0
CRR710948,mapping quality filtered,MT114541.1,0,0
CRR710948,all mapped reads,OM451122.1,0,0
CRR710948,all mapped reads,OM451123.1,0,0
CRR710948,all mapped reads,MT114540.1,0,0
CRR710948,all mapped reads,MT114541.1,0,0
CRR710949,mapping quality filtered,OM451122.1,0,0
CRR710949,mapping quality filtered,OM451123.1,0,0
CRR710949,mapping quality filtered,MT114540.1,0,0
CRR710949,mapping quality filtered,MT114541.1,0,0
CRR710949,all mapped reads,OM451122.1,0,0
CRR710949,all mapped reads,OM451123.1,0,0
CRR710949,all mapped reads,MT114540.1,0,0
CRR710949,all mapped reads,MT114541.1,0,0
CRR710950,mapping quality filtered,OM451122.1,0,0
CRR710950,mapping quality filtered,OM451123.1,0,0
CRR710950,mapping quality filtered,MT114540.1,0,0
CRR710950,mapping quality filtered,MT114541.1,0,0
CRR710950,all mapped reads,OM451122.1,0,0
CRR710950,all mapped reads,OM451123.1,0,0
CRR710950,all mapped reads,MT114540.1,0,0
CRR710950,all mapped reads,MT114541.1,0,0
CRR710951,mapping quality filtered,OM451122.1,0,0
CRR710951,mapping quality filtered,OM451123.1,0,0
CRR710951,mapping quality filtered,MT114540.1,0,0
CRR710951,mapping quality filtered,MT114541.1,0,0
CRR710951,all mapped reads,OM451122.1,0,0
CRR710951,all mapped reads,OM451123.1,0,0
CRR710951,all mapped reads,MT114540.1,0,0
CRR710951,all mapped reads,MT114541.1,0,0
CRR710952,mapping quality filtered,OM451122.1,0,0
CRR710952,mapping quality filtered,OM451123.1,0,0
CRR710952,mapping quality filtered,MT114540.1,0,0
CRR710952,mapping quality filtered,MT114541.1,0,0
CRR710952,all mapped reads,OM451122.1,0,0
CRR710952,all mapped reads,OM451123.1,0,0
CRR710952,all mapped reads,MT114540.1,0,0
CRR710952,all mapped reads,MT114541.1,0,0
CRR710953,mapping quality filtered,OM451122.1,0,0
CRR710953,mapping quality filtered,OM451123.1,0,0
CRR710953,mapping quality filtered,MT114540.1,0,0
CRR710953,mapping quality filtered,MT114541.1,0,0
CRR710953,all mapped reads,OM451122.1,0,0
CRR710953,all mapped reads,OM451123.1,0,0
CRR710953,all mapped reads,MT114540.1,0,0
CRR710953,all mapped reads,MT114541.1,0,0
CRR710954,mapping quality filtered,OM451122.1,0,0
CRR710954,mapping quality filtered,OM451123.1,0,0
CRR710954,mapping quality filtered,MT114540.1,0,0
CRR710954,mapping quality filtered,MT114541.1,1,43
CRR710954,all mapped reads,OM451122.1,0,0
CRR710954,all mapped reads,OM451123.1,2,86
CRR710954,all mapped reads,MT114540.1,2,86
CRR710954,all mapped reads,MT114541.1,1,172
CRR710955,mapping quality filtered,OM451122.1,0,0
CRR710955,mapping quality filtered,OM451123.1,0,0
CRR710955,mapping quality filtered,MT114540.1,0,0
CRR710955,mapping quality filtered,MT114541.1,0,0
CRR710955,all mapped reads,OM451122.1,0,0
CRR710955,all mapped reads,OM451123.1,0,0
CRR710955,all mapped reads,MT114540.1,0,0
CRR710955,all mapped reads,MT114541.1,0,0
CRR710956,mapping quality filtered,OM451122.1,0,0
CRR710956,mapping quality filtered,OM451123.1,0,0
CRR710956,mapping quality filtered,MT114540.1,0,0
CRR710956,mapping quality filtered,MT114541.1,0,0
CRR710956,all mapped reads,OM451122.1,0,0
CRR710956,all mapped reads,OM451123.1,0,0
CRR710956,all mapped reads,MT114540.1,0,0
CRR710956,all mapped reads,MT114541.1,0,0
CRR710957,mapping quality filtered,OM451122.1,0,0
CRR710957,mapping quality filtered,OM451123.1,0,0
CRR710957,mapping quality filtered,MT114540.1,0,0
CRR710957,mapping quality filtered,MT114541.1,0,0
CRR710957,all mapped reads,OM451122.1,0,0
CRR710957,all mapped reads,OM451123.1,0,0
CRR710957,all mapped reads,MT114540.1,0,0
CRR710957,all mapped reads,MT114541.1,0,0
CRR710958,mapping quality filtered,OM451122.1,0,0
CRR710958,mapping quality filtered,OM451123.1,0,0
CRR710958,mapping quality filtered,MT114540.1,0,0
CRR710958,mapping quality filtered,MT114541.1,0,0
CRR710958,all mapped reads,OM451122.1,0,0
CRR710958,all mapped reads,OM451123.1,0,0
CRR710958,all mapped reads,MT114540.1,0,0
CRR710958,all mapped reads,MT114541.1,0,0
CRR710959,mapping quality filtered,OM451122.1,0,0
CRR710959,mapping quality filtered,OM451123.1,0,0
CRR710959,mapping quality filtered,MT114540.1,0,0
CRR710959,mapping quality filtered,MT114541.1,0,0
CRR710959,all mapped reads,OM451122.1,0,0
CRR710959,all mapped reads,OM451123.1,0,0
CRR710959,all mapped reads,MT114540.1,0,0
CRR710959,all mapped reads,MT114541.1,0,0
CRR710960,mapping quality filtered,OM451122.1,0,0
CRR710960,mapping quality filtered,OM451123.1,0,0
CRR710960,mapping quality filtered,MT114540.1,0,0
CRR710960,mapping quality filtered,MT114541.1,0,0
CRR710960,all mapped reads,OM451122.1,0,0
CRR710960,all mapped reads,OM451123.1,0,0
CRR710960,all mapped reads,MT114540.1,0,0
CRR710960,all mapped reads,MT114541.1,0,0
CRR710961,mapping quality filtered,OM451122.1,0,0
CRR710961,mapping quality filtered,OM451123.1,0,0
CRR710961,mapping quality filtered,MT114540.1,0,0
CRR710961,mapping quality filtered,MT114541.1,0,0
CRR710961,all mapped reads,OM451122.1,0,0
CRR710961,all mapped reads,OM451123.1,0,0
CRR710961,all mapped reads,MT114540.1,0,0
CRR710961,all mapped reads,MT114541.1,0,0
CRR710962,mapping quality filtered,OM451122.1,0,0
CRR710962,mapping quality filtered,OM451123.1,0,0
CRR710962,mapping quality filtered,MT114540.1,0,0
CRR710962,mapping quality filtered,MT114541.1,0,0
CRR710962,all mapped reads,OM451122.1,0,0
CRR710962,all mapped reads,OM451123.1,0,0
CRR710962,all mapped reads,MT114540.1,0,0
CRR710962,all mapped reads,MT114541.1,0,0
CRR710963,mapping quality filtered,OM451122.1,0,0
